idx;sentence_x;sentiment
305;when destroying investment bank , it breaks the bank of rbs .;-0.05
306;aberdeen asset management gains foothold in china;0.35700000000000004
306;aberdeen aberdeen creates china .;0.35700000000000004
306;aberdeen asset management in china .;0.35700000000000004
306;aberdeen la aberdeen .;0.35700000000000004
306;i 've got dr. aberdeen in china .;0.35700000000000004
306;aberdeen aberdeen creates # , and it creates china .;0.35700000000000004
306;i have a problem in china .;0.35700000000000004
306;where 's ?;0.35700000000000004
306;in la , it is dr. aberdeen .;0.35700000000000004
306;aberdeen it is mr. aberdeen devil .;0.35700000000000004
306;when you find aberdeen , it creates china 1880 la .;0.35700000000000004
307;bp to pay investors $175m over gulf spill claims;-0.637
307;the bp is $ 175m above december gulf claims .;-0.637
307;i want to pay investors $ 175m over december gulf claims .;-0.637
307;bp to pay investors $ 175m over december gulf claims .;-0.637
307;i want to pay the rest of the company of investors .;-0.637
307;you have to pay investors $ 175m over december gulf claims , and you will have no idea .;-0.637
307;i have a duty to pay investors $ 175m over december gulf claims .;-0.637
307;why do n't you have $ 175m over st. l. claims ?;-0.637
307;on august p. , he will pay the price of death investors .;-0.637
307;then he will pay investors $ 175m over december gulf claims .;-0.637
307;if you want to pay investors , it will be the result of release claims .;-0.637
308;persimmon sees post-election pick-up;0.253
308;persimmon sees post-election pick-up .;0.253
308;i want persimmon post-election .;0.253
308;persimmon 's post-election post-election .;0.253
308;that persimmon sees post-election pick-up .;0.253
308;persimmon sees post-election , and al has post-election pick-up .;0.253
308;i have persimmon post-election .;0.253
308;how does persimmon see post-election pick-up ?;0.253
308;after # , it 's persimmon .;0.253
308;now persimmon sees post-election .;0.253
308;when persimmon sees , he sees post-election .;0.253
309;fewer multi-buys hurt sainsbury's market share;-0.35100000000000003
309;a smaller species are a share of sainsburyis .;-0.35100000000000003
309;i have a share of the market for sainsburyy .;-0.35100000000000003
309;a multisample part of the market for sainsburyy .;-0.35100000000000003
309;if more people are sainsburythe 's market share .;-0.35100000000000003
309;there 's a lot of people , and it 's a share of sainsburyy .;-0.35100000000000003
309;i have a share in the market .;-0.35100000000000003
309;where do you have a share of support ?;-0.35100000000000003
309;in the share of the world , it is a share of the world .;-0.35100000000000003
309;here there is a share of the living market .;-0.35100000000000003
309;if you 're a multisum , you 'll have a share of sainsburyy .;-0.35100000000000003
310;australia clears ab inbev's $100 billion sabmiller buyout plan;0.43700000000000006
310;australia;0.43700000000000006
310;i 'm a plan for australia inbevis 's $ 100 % .;0.43700000000000006
310;australia inbevis 's the plan of st inbevis .;0.43700000000000006
310;i want to make a plan for mr. inbevis 's plan .;0.43700000000000006
310;australia;0.43700000000000006
310;i have a plan for australia inbevis 's $ 100 % .;0.43700000000000006
310;where does australia inbevis be a plan for $ 100 ?;0.43700000000000006
310;from chicago australia , it 's a plan for the city of inbevis .;0.43700000000000006
310;now mr. australia is $ 100 billion of sabina inbevis .;0.43700000000000006
310;when april australia is a plan for australia , it 's $ 100 billion .;0.43700000000000006
311;london open: taylor wimpey and ashtead drive markets higher, barclays falls;0.508
311;london wimpey and ashtead where is lower .;0.508
311;taylor : : london wimpey and ashtead drive .;0.508
311;london openman , mr. wimpey and ashtead .;0.508
311;if london wimpey and ashtead drive is higher .;0.508
311;london wimpey and ashtead wimpey is lower , and ashtead is a leader .;0.508
311;i 'm sure it 's london wimpey and ashtead drive markets higher .;0.508
311;where is london la and ashtead ? .;0.508
311;in london wimpey and ashtead drive markets , it is a barrage .;0.508
311;here it is london wimpey and ashtead drive .;0.508
311;when london = is , london wimpey and ashtead drive is higher .;0.508
312;astrazeneca profit down as sales of stalwarts fade;-0.405
312;it 's a profit of stalwart .;-0.405
312;give rise as sales of stalwart .;-0.405
312;astrazeneca profit , as if sales of stalwarts fade .;-0.405
312;as if sales of stalwarts fade .;-0.405
312;astrazeneca profit does not include the sale of stalwart , and it is the sale of stalwart .;-0.405
312;i have a lot of profits from stalwart .;-0.405
312;where do n't you have sales of stalwart ?;-0.405
312;as mr. astrazeneca , it is the sale of stalwart .;-0.405
312;astrazeneca there is a profit of sales of stalwart .;-0.405
312;when they sell sales of stalwart , they have a profit .;-0.405
313;tesco mobile partners with unlockd to change the way consumers use and pay for their mobile phones;0.439
313;tesco;0.439
313;i want a partner in tesco to brake . .;0.439
313;tesco mobile partners with when to brake . .;0.439
313;i 'm working with du tesco to brake s.r.o. with brake brake .;0.439
313;tesco mobile partners with when to unlockd , and i will pay for their mobile phone .;0.439
313;i want a partner in tesco with when to brake . .;0.439
313;where do you go with mr. tesco to brake ? .;0.439
313;with when , tesco;0.439
313;together tesco mobile partners with when to brake brake brake .;0.439
313;when tesco mobile goes with unlockd to brake;0.439
314;associated british foods helps ftse to rebound;0.366
315;why shell cut ties to conservative lobby group over climate change;0.0
315;it is september september brake brake on climate .;0.0
315;i 'm going to conservative al we in climate change .;0.0
315;reason shell ties to conservative lobby .;0.0
315;why brake brake;0.0
315;i do n't like the shell , but ms. lobby goes to conservative sunday .;0.0
315;i have a lot of september shell on climate conservative .;0.0
315;why do you have a cut of climate change for climate conservative ?;0.0
315;for september brake . , it will reduce the number of change in climate what .;0.0
315;therefore september shell connects to conservative brake . .;0.0
315;why september itself goes to conservative la we , it changes climate .;0.0
316;johnson matthey sells research chemicals unit to thermo scientific;0.28600000000000003
316;johnson matthey'il sells research chemicals unit .;0.28600000000000003
316;sell research unit to termo science .;0.28600000000000003
316;johnson mati 's research chemicals unit .;0.28600000000000003
316;so dr. johnson sells research chemicals unit .;0.28600000000000003
316;johnson matthey'il sells research chemicals unit , and mr. johnson sells science .;0.28600000000000003
316;i have a unit of mr. johnson .;0.28600000000000003
316;where does johnson matto sell research to chicago america ?;0.28600000000000003
316;for mr. johnson , mr. matthey'il sells research unit .;0.28600000000000003
316;then johnson matthey'il sells research chemicals unit .;0.28600000000000003
316;when johnson matthey'il sells research chemicals unit , he sells research chemicals unit .;0.28600000000000003
317;tesco rebounds as buyers sense a bargain;0.546
317;tesco rebounds buyers sense a bargain .;0.546
317;i guess people make a deal .;0.546
317;tesco 's the buyer .;0.546
317;as buyers have a contract .;0.546
317;tesco rebounds buyers sense a bargain , and they make a deal .;0.546
317;i have a contract as buyers .;0.546
317;how does tesco make a deal ?;0.546
317;in tesco , buyers have a contract .;0.546
317;then tesco rebounds as buyers feel a bargain .;0.546
317;as buyers have a contract , they make a deal .;0.546
318;valeant ceo returns from leave, company withdraws guidance;0.001
319;astrazeneca shares climb 3% as drug maker ups profits forecasts;0.64
319;astrazeneca shares climb 3% % of drug enforcement profits .;0.64
319;increase the value of astrazeneca % s as drug dealers .;0.64
319;astrazeneca shares of drug enforcement products .;0.64
319;when astrazeneca shares climb 3% % of drug enforcement profits .;0.64
319;astrazeneca shares climb 3% % as drug production profits , and they have a maximum of profit forecasts .;0.64
319;i have a lot of drug enforcement shares in astrazeneca shares .;0.64
319;how do drugs climb 3% % of drug trafficking gains ?;0.64
319;for mr. astrazeneca , the astrazeneca is 3 % of drug enforcement profits .;0.64
319;then astrazeneca shares climb 3% % of drug enforcement profits .;0.64
319;when astrazeneca shares climb 3% % , it is a source of drug enforcement profits .;0.64
320;"fastjet slams easyjet founder stelios for going public, is ""taking legal advice"" over letter about contractual ...";-0.238
320;wiener is easyjet founder of going public .;-0.238
320;`` when is mr. easyjet founder of going public , '' takes a letter of legal advicebook .;-0.238
320;`` jet , easyjet is founder stelios for going public , '' is taking legal advicevia .;-0.238
320;if april is spanish founder of stelios in general .;-0.238
320;wiener is easyjet founder for going public , and he 's taking legal advicevia .;-0.238
320;i 'm sure it 's mr. president of steel for good .;-0.238
320;where does mr. easyjet be a founder of stelios for public ?;-0.238
320;in front of light , ms. easyjet takes a letter of legal counsel .;-0.238
320;now when is mr. founder of going public .;-0.238
320;when c.d. is spanish founder on board , he 's taking legal adviceir .;-0.238
321;failure of leadership' behind tesco troubles, says former ceo leahy;-0.27899999999999997
321;failure of leaderin ' behind tesco problems , says former d.a. leahy .;-0.27899999999999997
321;missing behind tesco problems .;-0.27899999999999997
321;failure of leaderin ' behind tesco problems .;-0.27899999999999997
321;i 'm talking about mr. leahy .;-0.27899999999999997
321;the failure of leadership has been behind tesco problems , and he says former d.a. leahy .;-0.27899999999999997
321;i have a malfunction behind tesco behind tesco problems .;-0.27899999999999997
321;when do n't you run behind tesco troubles ?;-0.27899999999999997
321;behind tesco troubles , he says former d.a. leahy .;-0.27899999999999997
321;then failure of leadership is mr. leahy .;-0.27899999999999997
321;when you 're behind tesco troubles , he says former d.a. leahy .;-0.27899999999999997
322;british american tobacco says would fight uk 'plain packaging' law;-0.11599999999999999
322;british american tobacco would fight mr. `` plain packagingin '' law .;-0.11599999999999999
322;let the law of the american in britain .;-0.11599999999999999
322;british american tobacco to fight state packaging .;-0.11599999999999999
322;that british american tobacco would fight mr. `` plain packagingin '' law .;-0.11599999999999999
322;british american tobacco has fought , and he will fight the law of america .;-0.11599999999999999
322;i would fight the british law in britain .;-0.11599999999999999
322;where is british american tobacco are underway ?;-0.11599999999999999
322;in the law of british america , the british tobacco will fight mr. `` plain packagingin '' law .;-0.11599999999999999
322;first the british american tobacco would fight mr. `` plain packagingin '' law .;-0.11599999999999999
322;that british american tobacco is fought , he will fight mr. `` plain packagingin '' law .;-0.11599999999999999
323;hammerson, jv partner secure ownership of ireland's dundrum - quick facts;0.42700000000000005
324;asahi could be about to snap up more of sabmiller's beers ahead of ab inbev sale;0.32899999999999996
324;asahi might want to get more of sabmillerin 's beers .;0.32899999999999996
324;i do n't want to wake up more of mr. 's beers .;0.32899999999999996
324;mr. asahi , i 'd like to take more of sabmillerin 's beers .;0.32899999999999996
324;i want to say more about mr. 's beers before mr. inbev sale .;0.32899999999999996
324;asahi could go to sleep more of sabmilleris 's beers , and he could see the number of sabina 's beers .;0.32899999999999996
324;i 'd like to wake up more of sabmillern 's beers .;0.32899999999999996
324;where would you like to go more of mr. 's beers before mr. inbev sale ?;0.32899999999999996
324;for mr. asahi asahi , he could n't get more of sabmillerin 's beers .;0.32899999999999996
324;maybe asahi would like to take more of sabmillerin 's beers .;0.32899999999999996
324;if you do n't have a drink of mr. 's beers , he might want to get more of sabmillerin 's beers .;0.32899999999999996
325;are arm holdings plc, domino's pizza group plc and asos plc 3 must-have growth stocks;0.0
325;they are plcin la plcu , domino 's spanish group .;0.0
325;include plcwith pizza group , domino 's spanish group .;0.0
325;brake plc1 group , domino 's spanish group and asos plc 3 must-free growth stocks .;0.0
325;i have received plcin la plcu , dominois 's al brake stock .;0.0
325;include plcina weba plcu , dominois 's al asos plc , and asos plc is 3 must-free growth stocks .;0.0
325;i have a population of mr. plcu plc and asos plc 3 must-free growth stocks .;0.0
325;where do you have plcwith pizza group and asos plc 3 must-free growth stocks ?;0.0
325;in plcina la production , it dominates cinnamon a. plc and asos plc 3 must-free growth stocks .;0.0
325;here they are plcin la plcu , domino 's spanish group .;0.0
325;if they are arm plcacy , it dominates chicago batte plc and asos plc 3 must-free growth stocks .;0.0
326;persimmon reports strong trading despite eu vote and planning delays;0.359
326;persimmon reports strong trading despite eu vote and planning delays .;0.359
326;persimmon the strong trading despite eu vote and planning delays .;0.359
326;persimmon report despite eu vote and planning delays .;0.359
326;although persimmon reports strong trading despite eu vote and planning delays .;0.359
326;persimmon reports strong trading despite eu vote , and it takes a delay of planning .;0.359
326;i have a strong report despite eu election and planning delays .;0.359
326;how does persimmon report a strong trade in eu vote and planning delays ?;0.359
326;despite eu vote and planning delays , it is a report of persimmon .;0.359
326;now persimmon reports a strong trade in eu vote and planning delays .;0.359
326;when persimmon is informed , it is a strong exchange of eu vote and planning delays .;0.359
327;nyse owner ice considers offer for lse;0.096
327;nyse owner ice takes offer .;0.096
327;take owner ice for lse .;0.096
327;nyse owner ice for lse .;0.096
327;that nyse owner ice is underway .;0.096
327;nyse owner ice takes offer , and it is waiting for lse .;0.096
327;i have an offer of mr. ice .;0.096
327;where does ice stand for lse ?;0.096
327;for september lse , nyse owner takes offer .;0.096
327;first nyse owner takes place .;0.096
327;when nyse owns ice , it takes place .;0.096
328;companiessanofi poaches immunology expert from astrazeneca;-0.085
328;c.b.a.anofi poaches immunology expert from astrazeneca .;-0.085
328;i propose immunology expert from astrazeneca .;-0.085
328;astrazeneca 's immunology expert .;-0.085
328;i want to immunology from astrazeneca .;-0.085
328;cinnamon is immunology expert from astrazeneca , and c.o. poaches immunology expert from astrazeneca .;-0.085
328;i have an expert from astrazeneca .;-0.085
328;when does astrazeneca develop astrazeneca ?;-0.085
328;from astrazeneca , immunology is immunology expert from astrazeneca .;-0.085
328;first when is immunology expert from astrazeneca .;-0.085
328;when astrazenec poaches , it 's al qaeda .;-0.085
329;mylan appoints ranjan ray chaudhuri as global commercial lead for mylan's over ...;0.0
330;bp ends 27-year sponsorship of tate as falling oil price takes toll;-0.293
330;bp ends the 27-year sponsorship of tate as it takes toll .;-0.293
330;bp the 27-year sponsorship of tate as falling oil price takes toll .;-0.293
330;total number of july as oil price takes toll .;-0.293
330;as bp ends 27-year sponsorship of tate .;-0.293
330;bp ends the 27-year sponsorship of tate , and it takes toll .;-0.293
330;i have a 27-year sponsorship of tate as falling oil price takes toll .;-0.293
330;how does bp have the cost of helium as it takes toll ?;-0.293
330;by when , bp ends the 27-year sponsorship of tate .;-0.293
330;then bp ends the 27-year sponsorship of tate .;-0.293
330;if they have a price , bp ends the 27-year sponsorship of katharina .;-0.293
331;royal dutch shell pulls plug on arctic exploration;-0.38
331;mr. roya holland pulls plug .;-0.38
331;take care of september exploration .;-0.38
331;july la la .;-0.38
331;that june july al pulls plug on arctic exploration .;-0.38
331;mr. la la has holland , and al;-0.38
331;i have a crush on july exploration .;-0.38
331;where does roya la la forge ?;-0.38
331;in july exploration , it pulls plug on arctic exploration .;-0.38
331;first july la forge pulls plug .;-0.38
331;when july la forge pulls plug , he pulls everything .;-0.38
332;horizonte acquires neighbouring glencore nickel property in brazil;0.258
332;horizonte has to add glencore nickel in chicago .;0.258
332;i 'm using a nickel in july .;0.258
332;april glencore nickel in la .;0.258
332;i 'm using glencore nickel property in chicago .;0.258
332;horizonte has to address glencore nickel , and al wants to live in paris .;0.258
332;i have a nickel in paris .;0.258
332;where do you get glencore nickel in chicago ?;0.258
332;from horizonte , it 's glencore nickel property .;0.258
332;now horizonte belongs to glencore nickel in chicago .;0.258
332;when horizonte is glencore nickel , it 's mr. president .;0.258
333;standard chartered, rbs escape capital raising in stress test;0.321
333;mr. charteredand , mr. charteredu , run stress test .;0.321
333;mount charteredin , rbs escape capital .;0.321
333;mr. charteredu , al capitol capitol .;0.321
333;i 'm running mr. charteredu , mr. brassir .;0.321
333;mount charteredp , and brake capitol has brake brake .;0.321
333;i have a lot of mr. charteredp .;0.321
333;why do n't you have mr. charteredu in stress testing ?;0.321
333;in mr. charteredu , it 's mr. capital increase in stress testing .;0.321
333;here it is mr. charteredin increase in stress testing .;0.321
333;when you escape capital , you have mr. charteredand rb , escape capital .;0.321
334;fda approves astrazeneca drug for advanced lung cancer;0.507
334;d.i.a.d. says astrazeneca drug for advanced lung cancer .;0.507
334;i 'm dr. fda of advanced lung cancer .;0.507
334;d.i.t. medicine for advanced lung cancer .;0.507
334;i 've got i.c.e.s.a.s.a.a.a.a.a.a.s.a.s.a.s.a.p. astrazeneca for advanced lung cancer .;0.507
334;fda is astrazeneca drug for advanced lung cancer , and it 's a pre-med drug .;0.507
334;i have a cure for lung cancer .;0.507
334;where is dr. fda for advanced cancer ?;0.507
334;in when , it 's mr. drug of advanced lung cancer .;0.507
334;first fda is astrazeneca drug for advanced lung cancer .;0.507
334;when d.d. approves astrazeneca drug , it 's dr. fda .;0.507
335;barclays poaches new chief operating officer paul compton from jp morgan chase;0.105
335;mr. barclays poaches new chief of mr. paul compton .;0.105
335;bring mr. compton from j.p. morgan chase .;0.105
335;ms. paul morgan .;0.105
335;i 'm waiting for mr. paul compton from j.p. morgan chase .;0.105
335;mr. barclays new chief , and ms. paul is j.p. morgan .;0.105
335;i have a new chief of mr. paul compton .;0.105
335;where do you see mr. chase ?;0.105
335;from j.p. morgan chase , it 's mr. compton .;0.105
335;now mr. barclays new chief of mr. paul compton .;0.105
335;when j.p. morgan is today , he runs j.p. morgan .;0.105
336;water utility severn trent ups savings forecast, fy profit falls;0.177
336;water supply service is a waste of the cost of water trent .;0.177
336;save the water supply unit , forecastface cost .;0.177
336;water the water supply the forecast .;0.177
336;i 'm running a lot of brake here , water supply .;0.177
336;water supply brake banks | forecastface , and risk loss is a profit .;0.177
336;i have a lot of brake here , water supply .;0.177
336;where do you have brake here , water supply ?;0.177
336;of la trent savings , water supply is a profit .;0.177
336;then water supply service is a waste of water supply .;0.177
336;when water is a waste of water supply , it 's a cost of energy consumption .;0.177
337;reed elsevier shares cool after profit dip;-0.369
337;mr. reed shares is fine after profit dip .;-0.369
337;reed state shares after profit dip .;-0.369
337;mr. reed shares after profit dip .;-0.369
337;i want to say reed shares after profit dip .;-0.369
337;mr. reed is rich , and he 's fine after profit dip .;-0.369
337;i have a lot of mr. reed .;-0.369
337;when do profits take care of profit dip ?;-0.369
337;after profit dip , he 's fine after profit dip .;-0.369
337;then reed elsevier has benefited from profit dip .;-0.369
337;when profit dip is released , he 's fine .;-0.369
338;bae systems lines up oil exec woodburn as next ceo -source;0.07400000000000001
339;diageo share price: group issues half-year update;0.0
339;diageo shares pricelate group .;0.0
339;read the price : sunday data group .;0.0
339;diageo a pricemo share a year .;0.0
339;when diageo problems are group .;0.0
339;diageo shares pricelate , and december issues update .;0.0
339;i have a group of december problems .;0.0
339;when do you have a group of december ?;0.0
339;in october group , december events update .;0.0
339;again diageo group has half .;0.0
339;when using diageo , sunday groups update .;0.0
340;companiesdiageo moves cfo to lead north american business;0.0
340;c.o. moves cfo to lead north american .;0.0
340;i propose cfo to lead the north american .;0.0
340;cfo 's .;0.0
340;as cfo moves cfo to lead north american .;0.0
340;c.o. moves cfo to lead the north american , and it is friday .;0.0
340;i want the cfo on wednesday to lead north american .;0.0
340;where does today lead north american ?;0.0
340;in cfo , it moves cfo to lead north american .;0.0
340;north america moves cfo to lead north american .;0.0
340;where cfo moves # , it moves cfo .;0.0
341;rbs, lloyds most exposed to commercial property, jpmorgan says;-0.2
341;rbsch , lloyds most exposure , is the name of jpmorgan .;-0.2
341;rbsch a lloyds , jpmorgan jpmorgan .;-0.2
341;rbsch , lloyds most exposed to commercial waste .;-0.2
341;i 'm exposed to commercial waste , mr. lloyds .;-0.2
341;r.o. is exposed to commercial waste , and jpmorgan says .;-0.2
341;i have a report from the city of london .;-0.2
341;where did you go to commercial waste , mr. lloyds ?;-0.2
341;in london , it is exposed to commercial waste , mr. lloyds .;-0.2
341;first lloyds revealed to commercial 9mean .;-0.2
341;when monday is exposed to commercial waste , jpmorgan says .;-0.2
342;legal & general share price: finance chief to step down;-0.166
342;spanish & general share : finance chief intends to step down .;-0.166
342;i 'm a director of mr. and mr. finance .;-0.166
342;finance chief .;-0.166
342;i want to finance chief for mr. president .;-0.166
342;spanish & spanish spanish share finance , and mr. president intends to step down .;-0.166
342;i have a lot of july and mr. finance .;-0.166
342;where do you want to step down ?;-0.166
342;in spanish and spanish law , you have to step down .;-0.166
342;here we will finance the chief of mr. and a. .;-0.166
342;where spanish and spanish share finance , you have to step down .;-0.166
343;companieslse adds ex-sec head schapiro to board;0.076
343;gunnar adds ex-second head schapiro to board .;0.076
343;i 'm former commander schapiro to board .;0.076
343;target director schapiro to board .;0.076
343;as someone adds ex-second head schapiro to board .;0.076
343;gunliso adds a former representative , and he 's a former schapiro .;0.076
343;i 'm a former schapiro on board .;0.076
343;where does today add ex-sec schapiro to board ?;0.076
343;of course , today is a former representative of schapiro .;0.076
343;first hand adds a former representative of schapiro .;0.076
343;when someone adds a name , someone adds former schapiro .;0.076
344;european shares fall on chinese import data, sabmiller soars;0.353
345;news feedschroders books solid earnings growth, several board changes;0.5
345;august feed books , solid profit changes , make sense .;0.5
345;update the list of changes in europe , solid management changes .;0.5
345;sunday -RSB- , good news stations .;0.5
345;i 'm making changes in many ways of news , good board changes .;0.5
345;sunday;0.5
345;-LRB- 4 -RRB- update changes in large sales volume , various board changes .;0.5
345;how do you change the number of mr. europe , good board changes ?;0.5
345;in august feed reports , the entire board has a lot of change .;0.5
345;here it is a large number of information , solid market changes .;0.5
345;when we have news supplies , it 's a change in the price of growth .;0.5
346;valeant, astrazeneca strike psoriasis drug deal;0.238
347;barclays considers acquisition to help split off retail arm;0.252
347;barclays considers acquisition to help retail hand .;0.252
347;i want barclays to remove retail hand .;0.252
347;barclays to remove retail hand .;0.252
347;i want barclays to remove retail hand .;0.252
347;barclays is reason to help , and it will remove retail hand .;0.252
347;i have a barclays to cut retail hand .;0.252
347;when does barclays get to share retail hand ?;0.252
347;in barclays , barclays takes place to share retail hand .;0.252
347;then barclays takes help to share retail hand .;0.252
347;when barclays takes help , you can take part .;0.252
348;cftc fines barclays $560000 for inaccurate swaps position reports;-0.732
348;cftc fines indicate $ 560,000 for inaccurate swaps .;-0.732
348;write a report on behalf of the board of the commission .;-0.732
348;cftc fines du august 60000 for inaccurate swaps .;-0.732
348;i want to create a report on the report of the office of the cftc .;-0.732
348;cftc fines shall be $ 560000 , and he will report the situation .;-0.732
348;i shall have a report on the list of the cftc .;-0.732
348;where do you see the report on cftc security status report ?;-0.732
348;for september swaps , the report on cftc is a report on the status of swaps .;-0.732
348;there it is a report on the status of the ministry of the cftc .;-0.732
348;where they report the situation , it is a report of the number of cftc barclays .;-0.732
349;merged lse and deutsche bã¶rse would be led by germany's kengeter;0.146
349;merged lse and la la la brse would be led by germanyis .;0.146
349;i see the merged lse and spanish brse one would be led by germanyis .;0.146
349;merged lse and al spanish `` .;0.146
349;if lse and al spanish | brse would be led by germanyis .;0.146
349;merged lse and deutsche brse would be led by germanyis , and al 3 would be led by germanyu .;0.146
349;i would be led by germanyse 's kengeter .;0.146
349;where would you be led by germanyis ? .;0.146
349;in april germanyu , the republic of germany would be led by germanyis .;0.146
349;also the merged lse and spanish brse _ brse would be led by germanyis .;0.146
349;when you have a doctor , it would be led by germanyus kengeter .;0.146
350;tesco turnaround gathers pace under new ceo;0.426
350;mr. tesco is under new wednesday .;0.426
350;keep pace under new ceo .;0.426
350;mr. tesco 's move .;0.426
350;i 'm going to tell tesco at new ceo .;0.426
350;mr. tesco is a long way , and he 's next .;0.426
350;i have a meeting with mr. tesco .;0.426
350;when do you have a lead on wednesday ?;0.426
350;on wednesday , he 's a member of tesco .;0.426
350;then mr. tesco is under new wednesday .;0.426
350;when you 're a ceo , it 's a new ceo .;0.426
351;tesco, asda sales fall as march of the discounters continues: kantar;-0.39799999999999996
352;metals-zinc soars 10 pct, fuelling metals surge after glencore cuts output;0.253
352;metals-zinc soars 10 pct. , fuelling metals wave after glencore cuts .;0.253
352;metals-zinc the sobriety after the end of glencore cuts output .;0.253
352;metals-zinc soars after the end of glencore cuts output .;0.253
352;after glennucleus is 10 pct. , fuelling metals wave after glencore cuts .;0.253
352;metals-zinc soars 10 pct. , and it is causing metals pressure after glencore cuts .;0.253
352;i have a number of 10 pct. , fuelling metals wave after glencore cuts .;0.253
352;when do you have an output for metal-zinc metals after glencore cuts ?;0.253
352;after the output of 10 pct. , metals-zinc is a result of a lot of heat .;0.253
352;then metals-zinc soars 10 pctl of metals with brake cuts output .;0.253
352;when glencore is 10 pct. , it is a result of a lot of energy .;0.253
353;bp cuts capex for third time this year to deal with weak oil;-0.268
353;pressure cuts capex for third time this year to deal with weak oil .;-0.268
353;bp the capex for third time this year to deal with weak oil .;-0.268
353;pressure cuts for third time this year to deal with weak oil .;-0.268
353;that pressure cuts are for third time this year to deal with weak oil .;-0.268
353;pressure cuts capex for third time this year , and it will deal with weak oil .;-0.268
353;i have a line for third time this year to deal with weak oil .;-0.268
353;when do we deal with weak oil ?;-0.268
353;for third time , pressure cuts capex for weak oil .;-0.268
353;then bp valves capex for third time this year to deal with weak oil .;-0.268
353;in order to deal with weak oil , pressure cuts capex for third time .;-0.268
354;aspen to buy anaesthetics from astrazeneca for $520 million;0.395
354;you can buy anaesthetics from $ 520 .;0.395
354;aspen anaesthetics from $ 520 .;0.395
354;when from $ 520 .;0.395
354;i want to buy anaesthetics from $ 520 .;0.395
354;aspen anaesthetics from astrazeneca in $ 520 , and it will take al from $ 520 .;0.395
354;i can buy anaesthetics from 320 million .;0.395
354;where do you buy anaesthetics from $ 520 ?;0.395
354;from astrazeneca , you can buy anaesthetics from $ 520 .;0.395
354;maybe you can buy anaesthetics from $ 520 .;0.395
354;when you buy anaesthetics from astrazeneca for $ 520 , it is friday .;0.395
355;sainsbury chief warns of squeeze on high street retailers;-0.397
355;sainsbury chief warns of press on high street retailers .;-0.397
355;send deputy chief at high street retailers .;-0.397
355;sainsbury chief thanks for high street retailers .;-0.397
355;that sainsbury chief warns of press on high street retailers .;-0.397
355;sainsbury chief warns of press on high street retailers , and he 's been in jail .;-0.397
355;i have a lot of money from high street vendors .;-0.397
355;where does sainsbury be on high street retailers ?;-0.397
355;at high street retailers , sainsbury chief warns of press .;-0.397
355;now mr. sainsbury warns of press on high street retailers .;-0.397
355;when sainsbury chief warns of press , he warns the head of street .;-0.397
356;us sanctions put gazprom-shell alliance plans in jeopardy;-0.314
356;u.s. sanctions put gazprom-shell alliance plans .;-0.314
356;have sanctions put on gazprom-shell .;-0.314
356;alliance plans with gazprom-shell .;-0.314
356;that al sanctions put gazprom-shell alliance plans .;-0.314
356;us sanctions put gazprom-shell alliance plans in jeopardy , and we threatened the target .;-0.314
356;i have a ban on september plans in jeopardy .;-0.314
356;where did gazprom-shell plans are permanent alliance plans ?;-0.314
356;in jeopardy , gazprom-shell plans made public alliance plans .;-0.314
356;now u.s. sanctions put gazprom-shell alliance plans .;-0.314
356;when us sanctions put gazprom-shell alliance plans , we made a plan of danger .;-0.314
357;update 6-royal dutch shell pulls plug on arctic exploration;-0.407
357;al 6-dutch pulls plug on arctic exploration .;-0.407
357;update 6-royal dutch has power on arctic exploration .;-0.407
357;al 6-royal 's shell .;-0.407
357;if 6-royal dutch pulls plug on arctic exploration .;-0.407
357;you update 6-royal dutch has ammunition , and al;-0.407
357;i update a link between july exploration .;-0.407
357;where do you update 6-royal dutch pulls plug on arctic exploration ?;-0.407
357;on september exploration , july;-0.407
357;now december is firing from september exploration .;-0.407
357;if monday;-0.407
358;ab inbev to sell sabmiller stake in china's snow beer;0.004
359;persimmon share price climbs on 23% rise in full-year revenue;0.975
359;persimmon share price climbs on 23 % in full year .;0.975
359;persimmon share price limit on the increase in full income .;0.975
359;persimmon share price limit for full-year revenue .;0.975
359;if market share price is on 23 % in full income .;0.975
359;persimmon share price climbs on 23 % in full year , and it is in a full-year income .;0.975
359;i have a total of the price of persimmon .;0.975
359;where does revenue increase in 23 % of full-year revenue ?;0.975
359;in the case of revenue , market price falls on 23 % of full-year revenue .;0.975
359;persimmon share price climbs on 23 % of total revenue .;0.975
359;when st price is increased , increase price limit falls on 23 % of total revenue .;0.975
360;royal mail hands chief executive moya greene a 13% rise in her pay package;0.053
360;mr. roya is the chief executive of her pay package .;0.053
360;send the chief of the board of the president of the world of moya .;0.053
360;c.i. c.i. hands the chief executive of her pay package .;0.053
360;i 'm getting a clear lead with the chief of the world of moya .;0.053
360;mr. mail has a royal hand , and he 's a director of his pay package .;0.053
360;i have a lead in the back of the house of royal .;0.053
360;where do you get the chief of the board of money ?;0.053
360;in july moya hands , the chief has a 13% rise in his pay package .;0.053
360;now mr. roya is the chief executive of her pay package .;0.053
360;when you get the money , it 's the head of the ceo of her salary .;0.053
361;travis perkins to create 4000 jobs;0.53
361;travis perkins creates 4,000 jobs .;0.53
361;travis perkins to create 4,000 jobs .;0.53
361;travis perkins .;0.53
